id,Gender,CustomerType,Age,TypeOfTravel,Class,FlightDistance,InflightWifiservice,DepartureArrivalTimeCconvenient,EaseOfOnlineBooking,GateLocation,FoodAndDrink,OnlineBoarding,SeatComfort,InflightEntertainment,OnBoardService,LegRoomService,BaggageHandling,CheckinService,InflightService,Cleanliness,DepartureDelayInMinutes,ArrivalDelayInMinutes,satisfaction
94722,Male,disloyal Customer,22,Business travel,Eco,189,4,1,3,3,4,3,4,4,1,4,4,3,4,4,0,0,neutral or dissatisfied
50363,Male,Loyal Customer,26,Business travel,Business,1759,2,2,4,2,3,4,3,3,5,1,5,5,5,3,0,0,satisfied
65862,Female,Loyal Customer,64,Personal Travel,Eco,1389,4,2,4,2,3,1,2,3,3,4,3,1,3,3,4,0,satisfied
100270,Male,Loyal Customer,49,Business travel,Business,2630,4,3,4,4,2,4,4,5,5,5,5,3,5,5,110,106,satisfied
70405,Female,Loyal Customer,20,Personal Travel,Eco,1562,4,2,4,3,3,4,3,3,4,4,3,2,4,3,0,0,satisfied
93864,Male,Loyal Customer,58,Business travel,Business,3084,1,1,1,1,3,4,5,3,3,4,3,4,3,5,16,12,satisfied
45100,Male,Loyal Customer,43,Business travel,Business,3072,4,4,4,4,4,2,2,5,5,5,5,5,5,5,71,67,satisfied
116981,Female,Loyal Customer,42,Business travel,Business,2283,2,2,2,2,4,5,4,4,4,4,4,4,4,4,0,0,satisfied
72497,Female,Loyal Customer,42,Business travel,Business,2709,2,5,4,5,1,3,3,2,2,1,2,3,2,3,0,0,neutral or dissatisfied
117841,Male,Loyal Customer,32,Personal Travel,Eco Plus,328,4,5,5,5,3,5,3,3,4,4,4,5,4,3,11,0,neutral or dissatisfied
80343,Male,Loyal Customer,70,Personal Travel,Eco,952,1,5,1,2,5,1,5,5,4,4,4,1,3,5,0,0,neutral or dissatisfied
78711,Male,Loyal Customer,43,Business travel,Business,528,3,3,3,3,5,4,5,3,3,3,3,4,3,3,11,0,satisfied
66461,Male,Loyal Customer,52,Personal Travel,Eco,1217,2,0,1,3,3,1,3,3,3,4,4,4,4,3,0,0,neutral or dissatisfied
28379,Male,disloyal Customer,14,Business travel,Eco,763,4,5,5,5,2,5,2,2,3,1,1,4,1,2,0,3,satisfied
129306,Female,Loyal Customer,52,Personal Travel,Business,2586,0,1,0,2,1,2,2,1,1,0,1,2,1,3,0,0,satisfied
30943,Female,disloyal Customer,20,Business travel,Eco,1024,3,3,3,4,5,3,5,5,1,5,3,1,4,5,12,34,neutral or dissatisfied
4330,Female,Loyal Customer,51,Business travel,Business,265,2,2,2,2,1,4,1,5,5,5,5,2,5,3,0,8,satisfied
5268,Male,Loyal Customer,50,Personal Travel,Eco,383,5,2,5,4,2,5,2,2,1,2,4,2,4,2,0,0,satisfied
109208,Female,Loyal Customer,23,Business travel,Business,2440,3,1,5,1,3,3,3,3,2,1,2,2,2,3,15,9,neutral or dissatisfied
102061,Male,Loyal Customer,22,Personal Travel,Business,258,3,3,0,4,3,0,3,3,3,1,5,2,4,3,18,19,neutral or dissatisfied
25991,Male,Loyal Customer,45,Business travel,Business,577,2,4,4,4,3,3,4,2,2,2,2,4,2,2,0,0,neutral or dissatisfied
46107,Female,disloyal Customer,44,Business travel,Eco,1201,4,4,4,4,5,4,5,5,1,3,4,2,3,5,16,3,satisfied
51907,Male,Loyal Customer,36,Business travel,Eco,201,4,5,5,5,4,4,4,4,2,5,1,1,4,4,0,0,satisfied
57241,Female,Loyal Customer,60,Personal Travel,Business,628,3,5,3,4,3,4,4,5,5,3,5,4,5,3,0,0,neutral or dissatisfied
123896,Female,Loyal Customer,45,Personal Travel,Eco,541,4,5,4,1,2,2,5,1,1,4,1,5,1,1,31,24,neutral or dissatisfied
118355,Male,Loyal Customer,13,Personal Travel,Eco,602,4,5,4,3,4,2,2,5,4,1,1,2,3,2,165,174,neutral or dissatisfied
128823,Female,disloyal Customer,26,Business travel,Eco,2586,3,3,3,4,3,4,2,4,5,4,4,2,2,2,0,14,neutral or dissatisfied
40181,Male,Loyal Customer,69,Business travel,Business,387,2,3,3,3,5,4,3,2,2,2,2,4,2,1,0,0,neutral or dissatisfied
77039,Female,Loyal Customer,8,Personal Travel,Eco Plus,368,3,4,3,2,1,3,1,1,4,4,3,5,3,1,0,0,neutral or dissatisfied
61362,Female,Loyal Customer,22,Business travel,Business,2405,2,1,1,1,2,2,2,3,2,3,4,2,1,2,0,8,neutral or dissatisfied
33269,Male,Loyal Customer,41,Personal Travel,Eco Plus,101,3,3,3,3,1,3,1,1,1,3,4,1,1,1,3,4,neutral or dissatisfied
81427,Female,Loyal Customer,48,Business travel,Eco,448,2,2,2,2,5,3,3,2,2,2,2,3,2,1,0,0,neutral or dissatisfied
24917,Male,disloyal Customer,27,Business travel,Eco,762,2,1,1,3,3,1,3,3,1,2,4,1,3,3,1,0,neutral or dissatisfied
38328,Female,Loyal Customer,18,Business travel,Business,2094,4,4,4,4,5,5,5,5,1,5,5,4,1,5,0,0,satisfied
101554,Male,Loyal Customer,18,Personal Travel,Eco,345,5,3,5,3,1,5,1,1,3,2,5,3,4,1,0,0,satisfied
6825,Male,Loyal Customer,50,Personal Travel,Eco,122,1,5,1,2,3,1,1,3,1,2,3,4,5,3,59,60,neutral or dissatisfied
7039,Female,disloyal Customer,56,Business travel,Eco Plus,196,2,2,2,3,2,2,2,2,2,5,4,4,4,2,1,6,neutral or dissatisfied
101371,Male,Loyal Customer,7,Personal Travel,Eco,1986,2,4,2,3,2,2,2,2,1,3,3,3,3,2,9,0,neutral or dissatisfied
37744,Male,Loyal Customer,39,Personal Travel,Eco,972,4,5,4,3,3,4,3,3,3,5,5,3,5,3,29,14,neutral or dissatisfied
61381,Male,disloyal Customer,22,Business travel,Eco,679,4,4,4,4,4,4,4,4,5,4,5,3,4,4,13,13,satisfied
77926,Male,Loyal Customer,17,Personal Travel,Business,214,4,3,4,4,4,4,4,4,4,1,3,2,4,4,0,16,neutral or dissatisfied
33509,Male,Loyal Customer,67,Personal Travel,Eco,965,4,4,4,3,3,4,3,3,4,4,4,3,4,3,3,0,satisfied
93270,Male,disloyal Customer,23,Business travel,Business,867,5,3,5,3,5,5,5,5,5,2,5,3,4,5,22,8,satisfied
108684,Female,Loyal Customer,59,Business travel,Business,577,3,3,3,3,3,4,4,4,4,4,4,4,4,4,0,0,satisfied
124925,Female,disloyal Customer,27,Business travel,Eco,728,5,5,5,5,4,5,4,4,1,2,4,3,5,4,17,19,satisfied
101314,Male,disloyal Customer,27,Business travel,Business,1076,3,3,3,3,1,3,5,1,3,3,5,4,5,1,0,0,neutral or dissatisfied
121287,Male,Loyal Customer,22,Business travel,Business,2282,4,4,4,4,5,5,5,5,3,3,5,4,5,5,3,0,satisfied
79510,Male,Loyal Customer,55,Business travel,Business,3079,1,1,1,1,5,4,4,4,4,4,4,5,4,3,0,0,satisfied
15510,Male,Loyal Customer,59,Personal Travel,Eco,164,3,5,3,4,5,3,5,5,4,3,5,3,5,5,0,0,neutral or dissatisfied
129182,Female,Loyal Customer,44,Business travel,Business,2288,5,5,5,5,5,4,4,4,4,4,4,3,4,5,5,0,satisfied
1225,Female,Loyal Customer,65,Personal Travel,Eco,229,4,4,4,5,2,5,5,3,3,4,1,4,3,3,0,0,neutral or dissatisfied
35147,Female,disloyal Customer,26,Business travel,Eco,1102,1,0,0,4,5,0,5,5,4,2,4,2,1,5,3,7,neutral or dissatisfied
14724,Male,disloyal Customer,40,Business travel,Eco Plus,317,2,3,3,2,5,3,5,5,5,5,3,4,4,5,56,44,neutral or dissatisfied
101380,Male,Loyal Customer,56,Business travel,Business,1647,4,4,5,4,5,5,4,4,4,4,4,3,4,3,9,6,satisfied
14196,Male,disloyal Customer,22,Business travel,Eco,620,2,0,3,2,1,3,1,1,2,3,1,3,5,1,0,0,neutral or dissatisfied
110528,Male,disloyal Customer,25,Business travel,Business,551,5,3,4,1,2,4,2,2,5,5,5,5,5,2,0,0,satisfied
114028,Male,Loyal Customer,47,Personal Travel,Eco Plus,1844,2,3,2,3,3,2,3,3,1,2,4,2,4,3,52,30,neutral or dissatisfied
56221,Male,Loyal Customer,18,Business travel,Business,1608,3,4,4,4,3,3,3,3,1,5,2,4,4,3,0,0,neutral or dissatisfied
58819,Female,Loyal Customer,41,Personal Travel,Eco,1005,3,5,3,2,4,3,4,4,5,4,5,4,5,4,9,0,neutral or dissatisfied
25065,Male,Loyal Customer,65,Personal Travel,Eco,594,3,3,3,4,5,3,5,5,4,4,3,1,4,5,32,29,neutral or dissatisfied
29957,Male,disloyal Customer,59,Business travel,Business,213,1,1,1,5,5,1,5,5,1,2,2,5,4,5,0,0,neutral or dissatisfied
90753,Male,Loyal Customer,24,Business travel,Business,2802,4,3,3,3,4,4,4,4,4,1,4,3,4,4,9,9,neutral or dissatisfied
22557,Female,disloyal Customer,38,Business travel,Business,223,5,5,5,3,3,5,3,3,4,2,5,4,4,3,1,0,satisfied
122081,Male,Loyal Customer,11,Personal Travel,Eco,130,1,1,1,4,3,1,3,3,1,2,4,4,3,3,14,9,neutral or dissatisfied
71697,Male,Loyal Customer,65,Personal Travel,Eco,1197,3,2,3,4,3,3,3,4,1,4,3,3,1,3,113,132,neutral or dissatisfied
78572,Female,disloyal Customer,21,Business travel,Eco,630,5,0,5,1,3,5,3,3,3,2,5,4,5,3,0,0,satisfied
60201,Male,Loyal Customer,29,Business travel,Business,1546,4,4,4,4,4,4,4,4,4,4,4,5,5,4,0,0,satisfied
46022,Female,Loyal Customer,60,Business travel,Eco,991,4,3,3,3,4,5,3,4,4,4,4,4,4,1,0,0,satisfied
35220,Female,Loyal Customer,40,Business travel,Eco,1074,5,1,1,1,5,5,5,5,4,3,5,5,1,5,0,0,satisfied
83770,Male,Loyal Customer,25,Personal Travel,Eco,926,3,4,3,1,3,4,4,5,3,5,5,4,3,4,299,313,neutral or dissatisfied
2364,Female,disloyal Customer,32,Business travel,Eco,925,4,4,4,4,4,4,4,4,4,4,3,2,4,4,0,20,neutral or dissatisfied
32574,Female,Loyal Customer,53,Business travel,Eco,101,3,4,4,4,5,3,4,3,3,3,3,2,3,1,0,0,satisfied
4502,Female,Loyal Customer,49,Business travel,Business,435,5,5,5,5,2,5,4,5,5,5,5,5,5,3,0,0,satisfied
83245,Female,Loyal Customer,55,Business travel,Eco,1979,3,2,2,2,2,3,3,3,3,3,3,4,3,2,7,15,neutral or dissatisfied
32406,Female,disloyal Customer,22,Business travel,Eco,163,4,0,4,3,4,4,4,4,4,3,2,5,2,4,0,0,satisfied
34410,Male,Loyal Customer,54,Personal Travel,Eco,728,2,4,2,3,5,2,5,5,3,2,4,2,3,5,5,0,neutral or dissatisfied
70762,Male,Loyal Customer,57,Business travel,Business,1795,0,0,0,1,5,5,5,4,4,4,4,5,4,5,60,55,satisfied
21748,Female,Loyal Customer,50,Personal Travel,Eco,563,2,5,2,2,3,5,4,2,2,2,2,3,2,5,3,0,neutral or dissatisfied
1629,Male,disloyal Customer,11,Business travel,Eco,999,2,2,2,4,1,2,1,1,2,1,4,2,3,1,7,21,neutral or dissatisfied
127813,Female,Loyal Customer,38,Business travel,Business,1582,3,2,2,2,4,3,4,3,3,3,3,4,3,2,0,0,neutral or dissatisfied
10512,Female,disloyal Customer,20,Business travel,Eco,74,2,4,3,3,5,3,4,5,3,2,5,3,5,5,0,4,neutral or dissatisfied
16504,Male,Loyal Customer,11,Personal Travel,Eco,246,2,4,2,4,2,2,2,2,3,5,4,4,5,2,46,30,neutral or dissatisfied
71605,Male,Loyal Customer,30,Business travel,Business,1844,3,1,1,1,3,3,3,3,3,4,3,3,4,3,10,5,neutral or dissatisfied
124227,Female,disloyal Customer,37,Business travel,Business,1423,5,5,5,4,2,5,2,2,4,3,5,5,5,2,0,0,satisfied
127589,Male,disloyal Customer,23,Business travel,Business,1074,0,0,0,1,3,0,3,3,4,3,4,3,4,3,0,0,satisfied
17566,Female,disloyal Customer,15,Business travel,Eco,1097,1,0,0,4,2,0,5,2,1,1,3,1,4,2,7,0,neutral or dissatisfied
85206,Female,Loyal Customer,56,Business travel,Business,3097,2,3,4,4,3,4,4,2,2,2,2,3,2,2,0,0,neutral or dissatisfied
4311,Female,disloyal Customer,26,Business travel,Eco,184,4,2,3,2,3,3,3,3,2,5,2,3,2,3,0,15,neutral or dissatisfied
7416,Male,Loyal Customer,28,Business travel,Business,1906,5,5,5,5,2,2,2,2,5,4,5,5,5,2,10,37,satisfied
2454,Female,Loyal Customer,26,Personal Travel,Business,674,4,3,4,2,2,4,2,2,5,1,4,1,1,2,6,4,neutral or dissatisfied
69770,Male,Loyal Customer,31,Business travel,Business,2454,1,1,1,1,5,5,5,4,5,5,4,5,3,5,14,5,satisfied
33692,Female,disloyal Customer,21,Business travel,Eco,805,1,1,1,5,5,1,5,5,1,5,3,1,3,5,9,4,neutral or dissatisfied
76492,Female,disloyal Customer,37,Business travel,Business,481,4,4,4,2,3,4,3,3,4,3,5,3,5,3,0,3,satisfied
103013,Male,disloyal Customer,24,Business travel,Eco,687,1,1,1,4,5,1,2,5,3,3,3,4,4,5,0,0,neutral or dissatisfied
90096,Male,Loyal Customer,66,Business travel,Business,3088,5,5,5,5,2,4,4,4,4,4,4,4,4,4,0,0,satisfied
98667,Female,Loyal Customer,49,Personal Travel,Eco,920,3,4,3,5,4,4,4,4,4,3,4,5,4,4,0,0,neutral or dissatisfied
78611,Female,disloyal Customer,22,Business travel,Eco,1272,2,2,2,3,4,2,2,4,3,4,5,4,5,4,0,0,neutral or dissatisfied
71238,Female,Loyal Customer,57,Business travel,Business,1656,2,1,1,1,2,3,3,2,2,2,2,1,2,1,11,29,neutral or dissatisfied
129027,Female,Loyal Customer,22,Business travel,Business,2611,5,5,5,5,5,5,5,4,4,3,5,5,3,5,0,0,satisfied
67848,Male,Loyal Customer,8,Personal Travel,Eco,1464,4,4,4,4,2,4,2,2,3,3,5,4,5,2,0,3,neutral or dissatisfied
27159,Female,Loyal Customer,42,Business travel,Business,2701,4,4,4,4,5,4,4,2,4,3,5,4,1,4,0,0,satisfied
28630,Female,Loyal Customer,30,Business travel,Eco,2349,5,1,1,1,5,5,5,5,4,5,4,1,2,5,0,0,satisfied
13366,Female,Loyal Customer,30,Personal Travel,Eco,946,2,4,2,4,2,2,2,2,2,2,4,1,3,2,8,0,neutral or dissatisfied
81429,Male,Loyal Customer,19,Personal Travel,Eco,393,4,4,4,3,3,4,3,3,3,2,4,3,4,3,0,0,neutral or dissatisfied
13720,Male,Loyal Customer,46,Business travel,Eco,401,5,3,3,3,5,5,5,5,5,4,3,2,5,5,0,0,satisfied
29830,Male,disloyal Customer,22,Business travel,Eco,399,2,0,2,3,5,2,5,5,1,1,4,3,3,5,2,4,neutral or dissatisfied
65980,Male,Loyal Customer,25,Personal Travel,Eco,1372,2,1,2,3,2,2,2,2,2,5,2,4,3,2,22,6,neutral or dissatisfied
120213,Female,Loyal Customer,35,Business travel,Business,1325,3,2,2,2,3,3,3,3,3,3,3,2,3,2,0,0,neutral or dissatisfied
45134,Female,disloyal Customer,23,Business travel,Business,174,5,0,5,4,1,5,1,1,5,4,2,1,3,1,0,0,satisfied
13462,Male,Loyal Customer,31,Personal Travel,Eco,409,3,3,3,4,3,3,3,3,1,1,3,1,3,3,0,0,neutral or dissatisfied
69748,Male,Loyal Customer,58,Business travel,Business,2474,4,4,4,4,2,5,5,5,5,5,5,5,5,3,0,0,satisfied
18034,Female,Loyal Customer,17,Business travel,Eco,488,5,4,4,4,5,5,5,5,3,5,2,5,4,5,52,38,satisfied
60752,Male,Loyal Customer,39,Business travel,Business,628,3,3,3,3,4,5,5,4,4,4,4,3,4,5,80,88,satisfied
119675,Female,Loyal Customer,56,Business travel,Business,1325,5,5,1,5,5,4,4,4,4,4,4,3,4,3,0,0,satisfied
13630,Female,disloyal Customer,24,Business travel,Eco,1014,3,3,3,3,3,3,3,3,4,1,3,4,4,3,46,42,neutral or dissatisfied
64505,Female,disloyal Customer,26,Business travel,Business,247,3,5,3,4,2,3,2,2,4,5,5,3,4,2,2,5,neutral or dissatisfied
111270,Female,Loyal Customer,42,Business travel,Business,2305,3,3,3,3,2,2,2,3,3,3,3,3,3,2,11,0,neutral or dissatisfied
290,Male,disloyal Customer,39,Business travel,Business,1250,1,1,1,2,1,1,1,1,4,5,4,4,4,1,0,0,neutral or dissatisfied
1995,Male,Loyal Customer,57,Personal Travel,Eco,383,3,4,3,1,5,3,3,5,3,4,4,4,4,5,1,0,neutral or dissatisfied
9701,Female,Loyal Customer,41,Personal Travel,Eco,277,1,3,1,2,2,1,2,2,2,4,5,5,5,2,1,4,neutral or dissatisfied
128307,Male,disloyal Customer,33,Business travel,Business,338,2,2,2,2,1,2,1,1,5,2,5,4,5,1,0,0,neutral or dissatisfied
88308,Male,disloyal Customer,22,Business travel,Eco,271,3,0,3,4,2,3,2,2,4,2,4,3,5,2,0,0,neutral or dissatisfied
107883,Female,disloyal Customer,55,Business travel,Business,228,3,3,3,5,3,3,3,3,5,4,5,5,5,3,0,0,neutral or dissatisfied
69724,Female,Loyal Customer,69,Personal Travel,Eco,1372,3,4,3,1,4,5,5,5,5,3,5,5,5,5,20,30,neutral or dissatisfied
17813,Male,Loyal Customer,47,Business travel,Business,2738,2,2,4,2,2,3,1,2,2,2,2,5,2,1,0,0,satisfied
10867,Male,disloyal Customer,39,Business travel,Business,74,1,1,1,4,5,1,1,5,4,5,4,5,4,5,0,0,neutral or dissatisfied
11444,Female,Loyal Customer,46,Business travel,Eco Plus,140,2,1,1,1,2,3,3,2,2,2,2,3,2,3,0,0,neutral or dissatisfied
115563,Male,disloyal Customer,37,Business travel,Eco,480,2,1,2,4,3,2,3,3,1,4,3,3,3,3,0,0,neutral or dissatisfied
72480,Male,Loyal Customer,59,Business travel,Business,918,3,2,2,2,5,2,3,3,3,3,3,2,3,4,34,29,neutral or dissatisfied
57276,Female,Loyal Customer,38,Personal Travel,Eco,628,1,4,1,3,2,1,2,2,4,2,4,4,4,2,41,31,neutral or dissatisfied
76328,Female,Loyal Customer,60,Personal Travel,Eco,2182,1,2,1,3,1,4,3,5,5,1,5,3,5,4,0,4,neutral or dissatisfied
95610,Female,disloyal Customer,24,Business travel,Eco,822,4,4,4,4,5,4,4,5,2,5,4,1,3,5,0,0,neutral or dissatisfied
102649,Male,Loyal Customer,25,Business travel,Business,255,3,3,5,3,5,5,5,5,4,4,4,5,4,5,7,0,satisfied
7215,Male,Loyal Customer,31,Business travel,Business,135,2,4,4,4,1,1,2,1,2,3,2,1,3,1,0,0,neutral or dissatisfied
36552,Female,Loyal Customer,33,Business travel,Eco,1197,0,0,0,1,2,0,2,2,4,3,1,1,4,2,53,58,satisfied
54177,Female,Loyal Customer,32,Business travel,Business,1400,4,1,1,1,4,4,4,3,3,1,2,4,1,4,292,331,neutral or dissatisfied
89186,Female,Loyal Customer,31,Personal Travel,Eco,2139,1,5,1,3,5,1,5,5,4,4,4,4,5,5,0,0,neutral or dissatisfied
82907,Female,Loyal Customer,53,Personal Travel,Eco,594,3,4,3,1,1,1,2,1,1,3,1,4,1,1,32,20,neutral or dissatisfied
19356,Male,disloyal Customer,26,Business travel,Eco,692,3,3,3,3,5,3,5,5,4,5,3,1,4,5,9,13,neutral or dissatisfied
45589,Female,Loyal Customer,55,Business travel,Business,2002,2,2,2,2,4,4,2,5,5,5,5,3,5,3,78,82,satisfied
18399,Male,disloyal Customer,22,Business travel,Eco,284,5,0,5,4,3,5,3,3,1,4,5,2,2,3,105,125,satisfied
69175,Male,disloyal Customer,27,Business travel,Eco,187,2,4,2,3,5,2,5,5,3,5,3,2,4,5,0,3,neutral or dissatisfied
82532,Female,Loyal Customer,17,Personal Travel,Business,440,3,4,3,3,2,3,1,2,3,5,5,4,4,2,0,0,neutral or dissatisfied
29006,Female,disloyal Customer,26,Business travel,Eco,205,1,0,2,4,4,2,4,4,2,1,1,3,5,4,0,0,neutral or dissatisfied
91418,Female,Loyal Customer,39,Business travel,Business,2134,2,2,2,2,4,5,5,4,4,4,4,3,4,4,0,0,satisfied
65683,Male,Loyal Customer,63,Personal Travel,Eco,861,3,4,3,2,5,3,5,5,3,5,5,3,4,5,0,0,neutral or dissatisfied
47048,Male,Loyal Customer,26,Business travel,Business,1842,4,4,4,4,4,4,4,4,5,5,2,4,3,4,0,8,satisfied
27030,Male,Loyal Customer,52,Business travel,Eco Plus,954,5,4,3,4,5,5,5,5,1,5,1,3,5,5,42,35,satisfied
49307,Male,Loyal Customer,70,Business travel,Business,109,0,4,0,2,3,4,1,2,2,2,2,3,2,3,0,0,satisfied
19698,Female,Loyal Customer,47,Business travel,Business,475,2,2,2,2,5,4,3,2,2,1,2,2,2,2,10,0,neutral or dissatisfied
49505,Male,Loyal Customer,22,Business travel,Business,2536,5,5,5,5,5,5,5,5,5,5,5,2,4,5,0,0,satisfied
69198,Male,Loyal Customer,60,Business travel,Business,2569,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0,satisfied
118338,Male,Loyal Customer,43,Business travel,Eco,202,3,1,4,4,2,3,2,2,3,5,4,4,4,2,8,3,neutral or dissatisfied
110506,Female,Loyal Customer,43,Business travel,Business,842,3,3,3,3,2,5,4,5,5,5,5,4,5,5,2,0,satisfied
72708,Female,Loyal Customer,43,Business travel,Business,1121,2,2,2,2,3,5,4,5,5,5,5,3,5,5,0,0,satisfied
77969,Female,Loyal Customer,35,Business travel,Business,2483,0,5,0,4,4,4,5,5,5,3,3,5,5,4,2,0,satisfied
40550,Female,Loyal Customer,24,Business travel,Business,2961,2,2,4,2,4,4,4,4,5,3,4,5,1,4,0,7,satisfied
24752,Female,Loyal Customer,46,Business travel,Eco,528,5,1,1,1,4,5,4,5,5,5,5,2,5,2,0,7,satisfied
7158,Female,Loyal Customer,45,Business travel,Business,139,5,5,3,5,3,5,5,5,5,5,4,5,5,5,39,33,satisfied
117463,Female,Loyal Customer,44,Personal Travel,Eco Plus,1107,2,5,2,2,3,4,1,1,1,2,1,2,1,4,42,39,neutral or dissatisfied
109859,Female,Loyal Customer,38,Business travel,Business,1165,2,1,1,1,1,4,3,2,2,2,2,1,2,4,0,0,neutral or dissatisfied
97098,Female,disloyal Customer,28,Business travel,Business,1242,4,3,3,2,2,3,2,2,5,3,4,3,4,2,37,36,neutral or dissatisfied
21759,Female,disloyal Customer,23,Business travel,Business,341,0,0,0,4,1,0,1,1,5,4,4,5,4,1,29,14,satisfied
60378,Female,Loyal Customer,37,Business travel,Business,1452,4,4,4,4,4,5,5,5,5,5,5,5,5,3,37,30,satisfied
119581,Male,Loyal Customer,34,Business travel,Business,2276,2,2,2,2,4,5,4,5,5,4,5,3,5,3,0,0,satisfied
39497,Female,Loyal Customer,15,Personal Travel,Eco,1368,3,4,3,3,5,3,5,5,5,5,5,4,5,5,0,0,neutral or dissatisfied
115878,Male,disloyal Customer,39,Business travel,Eco,325,4,4,4,2,3,4,3,3,3,2,1,5,5,3,6,0,neutral or dissatisfied
96733,Male,Loyal Customer,63,Personal Travel,Eco,696,1,5,1,3,4,1,4,4,5,3,4,5,5,4,19,24,neutral or dissatisfied
62105,Female,disloyal Customer,27,Business travel,Business,2425,5,5,5,2,4,5,4,4,4,4,3,5,4,4,5,0,satisfied
61516,Male,Loyal Customer,62,Personal Travel,Eco,2253,2,5,2,2,1,2,2,1,3,5,5,3,2,1,4,4,neutral or dissatisfied
70931,Male,Loyal Customer,29,Business travel,Business,612,4,4,4,4,5,5,5,5,3,3,4,5,5,5,17,19,satisfied
1640,Female,Loyal Customer,17,Personal Travel,Eco Plus,999,1,5,1,5,2,1,2,2,3,3,5,3,4,2,0,0,neutral or dissatisfied
45558,Male,Loyal Customer,52,Business travel,Business,1545,4,4,4,4,2,5,3,5,5,5,5,1,5,5,7,24,satisfied
98683,Male,Loyal Customer,11,Personal Travel,Eco,966,3,5,3,3,1,3,1,1,3,3,4,4,5,1,0,0,neutral or dissatisfied
47454,Female,Loyal Customer,18,Personal Travel,Eco,599,2,0,2,1,5,2,5,5,5,4,3,3,3,5,0,0,neutral or dissatisfied
103465,Female,Loyal Customer,17,Personal Travel,Eco,393,1,5,1,4,5,1,5,5,3,3,5,5,5,5,5,2,neutral or dissatisfied
112388,Female,Loyal Customer,48,Business travel,Business,3150,3,4,3,3,4,4,4,3,3,3,3,5,3,4,21,14,satisfied
114983,Male,disloyal Customer,38,Business travel,Business,373,5,5,5,5,2,5,2,2,5,2,5,3,4,2,0,0,satisfied
116522,Female,Loyal Customer,58,Personal Travel,Eco,358,4,3,4,3,4,4,4,4,4,4,4,3,4,4,6,0,neutral or dissatisfied
117896,Male,Loyal Customer,41,Business travel,Business,365,5,5,5,5,4,5,5,5,5,5,5,3,5,4,19,13,satisfied
3069,Female,disloyal Customer,25,Business travel,Business,413,3,4,3,1,1,3,1,1,4,2,5,3,4,1,0,12,neutral or dissatisfied
72003,Male,Loyal Customer,51,Business travel,Business,1440,2,2,2,2,3,5,5,4,4,4,4,5,4,4,0,0,satisfied
88943,Female,Loyal Customer,25,Business travel,Business,2333,3,3,3,3,4,4,4,4,5,5,4,3,5,4,0,6,satisfied
38910,Female,Loyal Customer,39,Business travel,Business,1615,5,5,5,5,2,3,2,2,2,2,2,5,2,1,9,14,satisfied
66278,Female,Loyal Customer,22,Business travel,Eco Plus,460,2,1,4,1,2,2,4,2,1,3,4,3,4,2,0,15,neutral or dissatisfied
44373,Female,Loyal Customer,31,Business travel,Eco Plus,596,5,5,5,5,5,5,5,5,3,2,4,4,2,5,0,0,satisfied
103596,Female,disloyal Customer,26,Business travel,Business,451,4,3,3,3,2,3,2,2,4,4,4,5,5,2,0,0,satisfied
25732,Female,Loyal Customer,34,Personal Travel,Eco,528,2,3,2,3,2,2,2,2,3,3,4,2,4,2,17,0,neutral or dissatisfied
71236,Female,disloyal Customer,26,Business travel,Eco,733,1,1,1,4,1,1,1,1,4,4,3,4,3,1,5,0,neutral or dissatisfied
27618,Male,Loyal Customer,28,Business travel,Eco Plus,679,4,1,1,1,4,4,4,4,4,5,2,4,2,4,62,54,satisfied
32374,Female,Loyal Customer,37,Business travel,Business,3155,5,5,5,5,4,1,4,5,5,4,3,2,5,4,4,10,satisfied
58015,Male,Loyal Customer,39,Business travel,Business,1721,4,4,4,4,2,3,4,5,5,5,5,5,5,3,0,0,satisfied
14551,Male,Loyal Customer,10,Personal Travel,Eco,362,3,5,3,1,1,3,1,1,3,3,4,4,4,1,25,55,neutral or dissatisfied
27026,Male,Loyal Customer,70,Personal Travel,Eco,867,3,4,3,3,5,3,5,5,5,3,3,4,4,5,0,0,neutral or dissatisfied
101258,Female,Loyal Customer,40,Business travel,Business,2176,1,1,2,1,4,3,5,4,4,4,4,3,4,3,43,31,satisfied
72457,Male,disloyal Customer,23,Business travel,Eco,964,2,2,2,3,1,2,1,1,3,2,4,5,5,1,0,0,neutral or dissatisfied
116176,Female,Loyal Customer,52,Personal Travel,Eco,337,1,3,1,1,2,2,3,1,1,1,1,2,1,5,18,6,neutral or dissatisfied
50871,Male,Loyal Customer,66,Personal Travel,Eco,77,3,4,0,2,2,0,2,2,3,4,4,3,5,2,0,0,neutral or dissatisfied
8503,Female,Loyal Customer,38,Business travel,Business,862,2,2,2,2,2,5,4,2,2,2,2,3,2,3,25,27,satisfied
29591,Female,disloyal Customer,40,Business travel,Business,1448,2,3,3,4,1,3,1,1,5,5,3,1,5,1,0,0,neutral or dissatisfied
50999,Male,Loyal Customer,52,Personal Travel,Eco,78,1,4,1,5,3,1,3,3,3,2,4,3,4,3,0,0,neutral or dissatisfied
104303,Female,Loyal Customer,42,Business travel,Business,2993,1,1,1,1,3,5,5,5,5,5,5,3,5,3,0,0,satisfied
